0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716,0.159323716
0.165105094,0.165345094,0.165945094,0.165705094,0.167205094,0.166305094,0.169305094,0.167505094,0.173505094,0.165105094,0.165105094
0.170886471,0.171366471,0.172566471,0.172086471,0.175086471,0.173286471,0.179286471,0.175686471,0.187686471,0.170886471,0.170886471
0.176667849,0.177387849,0.179187849,0.178467849,0.182967849,0.180267849,0.189267849,0.183867849,0.201867849,0.176667849,0.176667849
0.182449227,0.183409227,0.185809227,0.184849227,0.190849227,0.187249227,0.199249227,0.192049227,0.216049227,0.182449227,0.182449227
0.182923838,0.184123838,0.187123838,0.185923838,0.193423838,0.188923838,0.203923838,0.194923838,0.224923838,0.191923838,0.214423838
0.18339845,0.18483845,0.18843845,0.18699845,0.19599845,0.19059845,0.20859845,0.19779845,0.23379845,0.19239845,0.21489845
0.183873061,0.185553061,0.189753061,0.188073061,0.198573061,0.192273061,0.213273061,0.200673061,0.242673061,0.192873061,0.215373061
0.184347672,0.186267672,0.191067672,0.189147672,0.201147672,0.193947672,0.217947672,0.203547672,0.251547672,0.193347672,0.215847672
0.184822284,0.186982284,0.192382284,0.190222284,0.203722284,0.195622284,0.222622284,0.206422284,0.260422284,0.193822284,0.216322284
0.188702495,0.191102495,0.197102495,0.194702495,0.209702495,0.200702495,0.230702495,0.212702495,0.272702495,0.197702495,0.220202495
0.192582707,0.195222707,0.201822707,0.199182707,0.215682707,0.205782707,0.238782707,0.218982707,0.284982707,0.201582707,0.224082707
0.196462918,0.199342918,0.206542918,0.203662918,0.221662918,0.210862918,0.246862918,0.225262918,0.297262918,0.205462918,0.227962918
0.20034313,0.20346313,0.21126313,0.20814313,0.22764313,0.21594313,0.25494313,0.23154313,0.30954313,0.20934313,0.23184313
0.204223341,0.207823341,0.216823341,0.213223341,0.235723341,0.222223341,0.267223341,0.240223341,0.330223341,0.213223341,0.235723341
0.206476055,,,,,,,,,,
0.208728768,,,,,,,,,,
0.210981482,,,,,,,,,,
0.213234195,,,,,,,,,,
0.215486909,,,,,,,,,,
0.215303027,,,,,,,,,,
0.215119145,,,,,,,,,,
0.214935263,,,,,,,,,,
0.214751381,,,,,,,,,,
0.214567499,,,,,,,,,,
0.213957838,,,,,,,,,,
0.213348177,,,,,,,,,,
0.212738516,,,,,,,,,,
0.212128855,,,,,,,,,,
0.211519194,,,,,,,,,,
0.210890498,,,,,,,,,,
0.210261802,,,,,,,,,,
0.209633105,,,,,,,,,,
0.209004409,,,,,,,,,,
0.208375713,,,,,,,,,,
