0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594,0.210649594
0.209978493,0.210218493,0.210818493,0.210578493,0.212078493,0.211178493,0.214178493,0.212378493,0.218378493,0.209978493,0.209978493
0.209307393,0.209787393,0.210987393,0.210507393,0.213507393,0.211707393,0.217707393,0.214107393,0.226107393,0.209307393,0.209307393
0.208636292,0.209356292,0.211156292,0.210436292,0.214936292,0.212236292,0.221236292,0.215836292,0.233836292,0.208636292,0.208636292
0.207965192,0.208925192,0.211325192,0.210365192,0.216365192,0.212765192,0.224765192,0.217565192,0.241565192,0.207965192,0.207965192
0.206991785,0.208191785,0.211191785,0.209991785,0.217491785,0.212991785,0.227991785,0.218991785,0.248991785,0.206991785,0.229491785
0.206018379,0.207458379,0.211058379,0.209618379,0.218618379,0.213218379,0.231218379,0.220418379,0.256418379,0.206018379,0.228518379
0.205044972,0.206724972,0.210924972,0.209244972,0.219744972,0.213444972,0.234444972,0.221844972,0.263844972,0.205044972,0.227544972
0.204071565,0.205991565,0.210791565,0.208871565,0.220871565,0.213671565,0.237671565,0.223271565,0.271271565,0.204071565,0.226571565
0.203098159,0.205258159,0.210658159,0.208498159,0.221998159,0.213898159,0.240898159,0.224698159,0.278698159,0.203098159,0.225598159
0.202895549,0.205295549,0.211295549,0.208895549,0.223895549,0.214895549,0.244895549,0.226895549,0.286895549,0.202895549,0.225395549
0.202692938,0.205332938,0.211932938,0.209292938,0.225792938,0.215892938,0.248892938,0.229092938,0.295092938,0.202692938,0.225192938
0.202490328,0.205370328,0.212570328,0.209690328,0.227690328,0.216890328,0.252890328,0.231290328,0.303290328,0.202490328,0.224990328
0.202287718,0.205407718,0.213207718,0.210087718,0.229587718,0.217887718,0.256887718,0.233487718,0.311487718,0.202287718,0.224787718
0.202085108,0.205685108,0.214685108,0.211085108,0.233585108,0.220085108,0.265085108,0.238085108,0.328085108,0.202085108,0.224585108
0.201973812,,,,,,,,,,
0.201862516,,,,,,,,,,
0.201751219,,,,,,,,,,
0.201639923,,,,,,,,,,
0.201528627,,,,,,,,,,
0.201668039,,,,,,,,,,
0.201807452,,,,,,,,,,
0.201946864,,,,,,,,,,
0.202086277,,,,,,,,,,
0.202225689,,,,,,,,,,
0.200759929,,,,,,,,,,
0.199294168,,,,,,,,,,
0.197828408,,,,,,,,,,
0.196362647,,,,,,,,,,
0.194896887,,,,,,,,,,
0.19364545,,,,,,,,,,
0.192394013,,,,,,,,,,
0.191142576,,,,,,,,,,
0.189891139,,,,,,,,,,
0.188639702,,,,,,,,,,
